0   4.345
6	7.61
25	15.85
148	25.2
230	27.1
293	32.5
55	10
1692	51.6
2939	60
3350	63
3750	65.8
2830	67
3420	66.2
3850	72
5492	75
1300	59
1100	55
900	44.5
